PairedTagName,ATACName,DNAmethName,AllenIdName,all,H3K4me1,H3K9me3,H3K27ac,H3K27me3,ATAC,DNAMeth,HiC
028_L6b_CT_ENT_Glut,028_L6b-CT_ENT_Glut,028_L6b_CT_ENT_Glut,028 L6b/CT ENT Glut,all-male11830:6596:5234_female18888:14893:3995,H3K4me1-male1783:764:1019_female4638:3430:1208,H3K9me3-male2841:1512:1329_female4940:3483:1457,H3K27ac-male3025:1819:1206_female3327:3081:246,H3K27me3-male4181:2501:1680_female5983:4899:1084,1,1,1
029_L6b_CTX_Glut,029_L6b_CTX_Glut,029_L6b_CTX_Glut,029 L6b CTX Glut,all-male830:424:406_female533:408:125,H3K4me1-male70:35:35_female85:49:36,H3K9me3-male100:48:52_female94:58:36,H3K27ac-male128:59:69_female88:78:10,H3K27me3-male532:282:250_female266:223:43,1,1,1
030_L6_CT_CTX_Glut,030_L6_CT_CTX_Glut,030_L6_CT_CTX_Glut,030 L6 CT CTX Glut,all-male11672:6595:5077_female6831:5426:1405,H3K4me1-male1572:1150:422_female1041:635:406,H3K9me3-male1746:1066:680_female849:555:294,H3K27ac-male1554:648:906_female934:839:95,H3K27me3-male6800:3731:3069_female4007:3397:610,1,1,1
031_CT_SUB_Glut,031_CT_SUB_Glut,031_CT_SUB_Glut,031 CT SUB Glut,all-male1938:1139:799_female2419:1796:623,H3K4me1-male260:103:157_female637:419:218,H3K9me3-male390:207:183_female735:444:291,H3K27ac-male524:349:175_female329:307:22,H3K27me3-male764:480:284_female718:626:92,1,1,1
032_L5_NP_CTX_Glut,032_L5_NP_CTX_Glut,032_L5_NP_CTX_Glut,032 L5 NP CTX Glut,all-male2187:1189:998_female1677:1418:259,H3K4me1-male52:25:27_female186:132:54,H3K9me3-male181:107:74_female121:95:26,H3K27ac-male295:110:185_female225:198:27,H3K27me3-male1659:947:712_female1145:993:152,1,1,1
033_NP_SUB_Glut,033_NP_SUB_Glut,033_NP_SUB_Glut,033 NP SUB Glut,all-male2807:1277:1530_female2082:1362:720,H3K4me1-male703:235:468_female658:421:237,H3K9me3-male604:180:424_female686:452:234,H3K27ac-male884:493:391_female250:185:65,H3K27me3-male616:369:247_female488:304:184,1,1,1
034_NP_PPP_Glut,034_NP_PPP_Glut,034_NP_PPP_Glut,034 NP PPP Glut,all-male516:302:214_female756:604:152,H3K4me1-male67:29:38_female193:154:39,H3K9me3-male122:55:67_female206:142:64,H3K27ac-male148:101:47_female90:80:10,H3K27me3-male179:117:62_female267:228:39,1,1,1
036_HPF_CR_Glut,036_HPF_CR_Glut,036_HPF_CR_Glut,036 HPF CR Glut,all-male1169:413:756_female986:586:400,H3K4me1-male269:36:233_female268:139:129,H3K9me3-male278:28:250_female323:173:150,H3K27ac-male208:134:74_female79:49:30,H3K27me3-male414:215:199_female316:225:91,1,1,1
037_DG_Glut,037_DG_Glut,037_DG_Glut,037 DG Glut,all-male114200:47959:66241_female93033:52312:40721,H3K4me1-male23885:11750:12135_female30743:15798:14945,H3K9me3-male21595:7071:14524_female36605:20006:16599,H3K27ac-male23097:11696:11401_female5909:3128:2781,H3K27me3-male45623:17442:28181_female19776:13380:6396,1,1,1
038_DG_PIR_Ex_IMN,038_DG-PIR_Ex_IMN,038_DG-PIR_Ex_IMN,038 DG-PIR Ex IMN,all-male12981:5166:7815_female9467:6577:2890,H3K4me1-male2642:1001:1641_female2652:1670:982,H3K9me3-male2970:1150:1820_female3028:1935:1093,H3K27ac-male3026:1340:1686_female1581:1356:225,H3K27me3-male4343:1675:2668_female2206:1616:590,1,1,1
039_OB_Meis2_Thsd7b_Gaba,039_OB_Meis2_Thsd7b_Gaba,039_OB_Meis2_Thsd7b_Gaba,039 OB Meis2 Thsd7b Gaba,all-male2318:1072:1246_female2697:2334:363,H3K4me1-male323:88:235_female613:488:125,H3K9me3-male603:306:297_female360:294:66,H3K27ac-male349:134:215_female711:701:10,H3K27me3-male1043:544:499_female1013:851:162,1,1,1
041_OB_in_Frmd7_Gaba,041_OB-in_Frmd7_Gaba,041_OB-in_Frmd7_Gaba,041 OB-in Frmd7 Gaba,all-male305:113:192_female261:189:72,H3K4me1-male64:9:55_female77:48:29,H3K9me3-male91:2:89_female89:69:20,H3K27ac-male47:37:10_female16:11:5,H3K27me3-male103:65:38_female79:61:18,1,1,1
042_OB_out_Frmd7_Gaba,042_OB-out_Frmd7_Gaba,042_OB-out_Frmd7_Gaba,042 OB-out Frmd7 Gaba,all-male41:16:25_female38:23:15,H3K4me1-male13:4:9_female11:7:4,H3K9me3-male4:0:4_female5:4:1,H3K27ac-male8:3:5_female6:2:4,H3K27me3-male16:9:7_female16:10:6,1,1,1
044_OB_Dopa_Gaba,044_OB_Dopa-Gaba,044_OB_Dopa-Gaba,044 OB Dopa-Gaba,all-male32:19:13_female25:24:1,H3K4me1-male1:1:0_female10:10:0,H3K9me3-male5:4:1_female2:2:0,H3K27ac-male7:1:6_female7:7:0,H3K27me3-male19:13:6_female6:5:1,1,1,1
045_OB_STR_CTX_Inh_IMN,045_OB-STR-CTX_Inh_IMN,045_OB-STR-CTX_Inh_IMN,045 OB-STR-CTX Inh IMN,all-male11328:3573:7755_female12096:9178:2918,H3K4me1-male2706:490:2216_female2611:1946:665,H3K9me3-male3081:828:2253_female3426:2697:729,H3K27ac-male2377:920:1457_female2461:2082:379,H3K27me3-male3164:1335:1829_female3598:2453:1145,1,1,1
046_Vip_Gaba,046_Vip_Gaba,046_Vip_Gaba,046 Vip Gaba,all-male5862:2844:3018_female5286:3867:1419,H3K4me1-male1140:434:706_female1505:960:545,H3K9me3-male1269:495:774_female1374:932:442,H3K27ac-male1282:742:540_female812:724:88,H3K27me3-male2171:1173:998_female1595:1251:344,1,1,1
047_Sncg_Gaba,047_Sncg_Gaba,047_Sncg_Gaba,047 Sncg Gaba,all-male4034:1910:2124_female3775:2742:1033,H3K4me1-male821:394:427_female993:637:356,H3K9me3-male911:467:444_female961:596:365,H3K27ac-male1063:450:613_female789:702:87,H3K27me3-male1239:599:640_female1032:807:225,1,1,1
048_RHP_COA_Ndnf_Gaba,048_RHP-COA_Ndnf_Gaba,048_RHP-COA_Ndnf_Gaba,048 RHP-COA Ndnf Gaba,all-male3089:1490:1599_female2593:1652:941,H3K4me1-male722:347:375_female863:500:363,H3K9me3-male679:266:413_female854:500:354,H3K27ac-male905:465:440_female341:270:71,H3K27me3-male783:412:371_female535:382:153,1,1,1
049_Lamp5_Gaba,049_Lamp5_Gaba,049_Lamp5_Gaba,049 Lamp5 Gaba,all-male4079:2025:2054_female4042:3075:967,H3K4me1-male835:361:474_female1010:694:316,H3K9me3-male966:432:534_female985:702:283,H3K27ac-male805:431:374_female672:601:71,H3K27me3-male1473:801:672_female1375:1078:297,1,1,1
050_Lamp5_Lhx6_Gaba,050_Lamp5_Lhx6_Gaba,050_Lamp5_Lhx6_Gaba,050 Lamp5 Lhx6 Gaba,all-male4394:2000:2394_female3618:2229:1389,H3K4me1-male1080:480:600_female1286:709:577,H3K9me3-male912:331:581_female1159:670:489,H3K27ac-male1192:604:588_female413:291:122,H3K27me3-male1210:585:625_female760:559:201,1,1,1
051_Pvalb_chandelier_Gaba,051_Pvalb_chandelier_Gaba,051_Pvalb_chandelier_Gaba,051 Pvalb chandelier Gaba,all-male1693:797:896_female1502:995:507,H3K4me1-male359:167:192_female481:272:209,H3K9me3-male413:164:249_female421:262:159,H3K27ac-male374:191:183_female222:188:34,H3K27me3-male547:275:272_female378:273:105,1,1,1
052_Pvalb_Gaba,052_Pvalb_Gaba,052_Pvalb_Gaba,052 Pvalb Gaba,all-male8139:4549:3590_female9334:7456:1878,H3K4me1-male1310:625:685_female2294:1754:540,H3K9me3-male1834:1048:786_female2312:1657:655,H3K27ac-male1556:910:646_female1481:1380:101,H3K27me3-male3439:1966:1473_female3247:2665:582,1,1,1
053_Sst_Gaba,053_Sst_Gaba,053_Sst_Gaba,053 Sst Gaba,all-male13274:6482:6792_female12670:9075:3595,H3K4me1-male2625:1052:1573_female3539:2255:1284,H3K9me3-male2950:1300:1650_female3391:2241:1150,H3K27ac-male3282:1796:1486_female2134:1858:276,H3K27me3-male4417:2334:2083_female3606:2721:885,1,1,1
054_STR_Prox1_Lhx6_Gaba,054_STR_Prox1_Lhx6_Gaba,054_STR_Prox1_Lhx6_Gaba,054 STR Prox1 Lhx6 Gaba,all-male4161:1858:2303_female3498:2208:1290,H3K4me1-male1157:395:762_female1139:618:521,H3K9me3-male1195:376:819_female1020:613:407,H3K27ac-male713:451:262_female526:434:92,H3K27me3-male1096:636:460_female813:543:270,1,1,1
055_STR_Lhx8_Gaba,055_STR_Lhx8_Gaba,055_STR_Lhx8_Gaba,055 STR Lhx8 Gaba,all-male1884:811:1073_female1657:1071:586,H3K4me1-male539:149:390_female507:298:209,H3K9me3-male542:124:418_female552:343:209,H3K27ac-male293:191:102_female178:141:37,H3K27me3-male510:347:163_female420:289:131,1,1,1
056_Sst_Chodl_Gaba,056_Sst_Chodl_Gaba,056_Sst_Chodl_Gaba,056 Sst Chodl Gaba,all-male2498:1156:1342_female2289:1449:840,H3K4me1-male632:200:432_female717:379:338,H3K9me3-male718:234:484_female667:395:272,H3K27ac-male455:302:153_female338:282:56,H3K27me3-male693:420:273_female567:393:174,1,1,1
057_NDB_SI_MA_STRv_Lhx8_Gaba,057_NDB-SI-MA-STRv_Lhx8_Gaba,057_NDB-SI-MA-STRv_Lhx8_Gaba,057 NDB-SI-MA-STRv Lhx8 Gaba,all-male2438:1227:1211_female1976:1414:562,H3K4me1-male601:167:434_female583:368:215,H3K9me3-male1000:557:443_female467:290:177,H3K27ac-male294:190:104_female520:480:40,H3K27me3-male543:313:230_female406:276:130,1,1,1
058_PAL_STR_Gaba_Chol,058_PAL-STR_Gaba-Chol,058_PAL-STR_Gaba-Chol,058 PAL-STR Gaba-Chol,all-male2064:847:1217_female1794:1155:639,H3K4me1-male519:114:405_female526:290:236,H3K9me3-male640:191:449_female534:322:212,H3K27ac-male350:210:140_female334:265:69,H3K27me3-male555:332:223_female400:278:122,1,1,1
059_GPe_SI_Sox6_Cyp26b1_Gaba,059_GPe-SI_Sox6_Cyp26b1_Gaba,059_GPe-SI_Sox6_Cyp26b1_Gaba,059 GPe-SI Sox6 Cyp26b1 Gaba,all-male164:71:93_female156:125:31,H3K4me1-male46:8:38_female25:19:6,H3K9me3-male56:21:35_female35:19:16,H3K27ac-male23:17:6_female45:43:2,H3K27me3-male39:25:14_female51:44:7,1,1,1
060_OT_D3_Folh1_Gaba,060_OT_D3_Folh1_Gaba,060_OT_D3_Folh1_Gaba,060 OT D3 Folh1 Gaba,all-male1767:679:1088_female1679:1132:547,H3K4me1-male377:78:299_female380:226:154,H3K9me3-male429:65:364_female561:388:173,H3K27ac-male363:174:189_female159:102:57,H3K27me3-male598:362:236_female579:416:163,1,1,1
061_STR_D1_Gaba,061_STR_D1_Gaba,061_STR_D1_Gaba,061 STR D1 Gaba,all-male98952:37618:61334_female94351:60199:34152,H3K4me1-male24923:4873:20050_female28861:16495:12366,H3K9me3-male25274:3190:22084_female31839:19532:12307,H3K27ac-male18240:10968:7272_female10239:7393:2846,H3K27me3-male30515:18587:11928_female23412:16779:6633,1,1,1
062_STR_D2_Gaba,062_STR_D2_Gaba,062_STR_D2_Gaba,062 STR D2 Gaba,all-male84321:33096:51225_female75280:46968:28312,H3K4me1-male19603:3619:15984_female22843:12737:10106,H3K9me3-male20595:3000:17595_female24909:15030:9879,H3K27ac-male16006:9787:6219_female7876:5692:2184,H3K27me3-male28117:16690:11427_female19652:13509:6143,1,1,1
063_STR_D1_Sema5a_Gaba,063_STR_D1_Sema5a_Gaba,063_STR_D1_Sema5a_Gaba,063 STR D1 Sema5a Gaba,all-male14667:5848:8819_female15042:10183:4859,H3K4me1-male4219:1211:3008_female4373:2463:1910,H3K9me3-male4098:758:3340_female5015:3258:1757,H3K27ac-male2189:1261:928_female1575:1273:302,H3K27me3-male4161:2618:1543_female4079:3189:890,1,1,1
064_STR_PAL_Chst9_Gaba,064_STR-PAL_Chst9_Gaba,064_STR-PAL_Chst9_Gaba,064 STR-PAL Chst9 Gaba,all-male12854:5478:7376_female12709:9253:3456,H3K4me1-male3483:706:2777_female3089:1910:1179,H3K9me3-male4793:1930:2863_female3543:2358:1185,H3K27ac-male1466:983:483_female2760:2550:210,H3K27me3-male3112:1859:1253_female3317:2435:882,1,1,1
065_IA_Mgp_Gaba,065_IA_Mgp_Gaba,065_IA_Mgp_Gaba,065 IA Mgp Gaba,all-male265:100:165_female228:162:66,H3K4me1-male80:5:75_female62:43:19,H3K9me3-male109:49:60_female52:36:16,H3K27ac-male28:20:8_female52:48:4,H3K27me3-male48:26:22_female62:35:27,1,1,1
066_NDB_SI_ant_Prdm12_Gaba,066_NDB-SI-ant_Prdm12_Gaba,066_NDB-SI-ant_Prdm12_Gaba,066 NDB-SI-ant Prdm12 Gaba,all-male746:345:401_female564:361:203,H3K4me1-male242:101:141_female150:79:71,H3K9me3-male225:59:166_female178:100:78,H3K27ac-male107:69:38_female69:61:8,H3K27me3-male172:116:56_female167:121:46,1,1,1
070_LSX_Prdm12_Slit2_Gaba,070_LSX_Prdm12_Slit2_Gaba,070_LSX_Prdm12_Slit2_Gaba,070 LSX Prdm12 Slit2 Gaba,all-male11:4:7_female13:8:5,H3K4me1-male4:1:3_female3:0:3,H3K9me3-male5:1:4_female5:4:1,H3K27ac-male1:1:0_female2:1:1,H3K27me3-male1:1:0_female3:3:0,1,1,1
073_MEA_BST_Sox6_Gaba,073_MEA-BST_Sox6_Gaba,073_MEA-BST_Sox6_Gaba,073 MEA-BST Sox6 Gaba,all-male4668:2045:2623_female3517:2585:932,H3K4me1-male1241:245:996_female854:564:290,H3K9me3-male1924:943:981_female837:543:294,H3K27ac-male505:306:199_female1020:952:68,H3K27me3-male998:551:447_female806:526:280,1,1,1
074_MEA_BST_Lhx6_Sp9_Gaba,074_MEA-BST_Lhx6_Sp9_Gaba,074_MEA-BST_Lhx6_Sp9_Gaba,074 MEA-BST Lhx6 Sp9 Gaba,all-male2677:1185:1492_female2302:1681:621,H3K4me1-male740:171:569_female554:355:199,H3K9me3-male1069:511:558_female570:395:175,H3K27ac-male307:179:128_female681:627:54,H3K27me3-male561:324:237_female497:304:193,1,1,1
075_MEA_BST_Lhx6_Nr2e1_Gaba,075_MEA-BST_Lhx6_Nr2e1_Gaba,075_MEA-BST_Lhx6_Nr2e1_Gaba,075 MEA-BST Lhx6 Nr2e1 Gaba,all-male1172:525:647_female1502:1157:345,H3K4me1-male320:63:257_female367:251:116,H3K9me3-male509:264:245_female349:256:93,H3K27ac-male96:58:38_female464:436:28,H3K27me3-male247:140:107_female322:214:108,1,1,1
076_MEA_BST_Lhx6_Nfib_Gaba,076_MEA-BST_Lhx6_Nfib_Gaba,076_MEA-BST_Lhx6_Nfib_Gaba,076 MEA-BST Lhx6 Nfib Gaba,all-male2113:884:1229_female1604:1192:412,H3K4me1-male616:145:471_female416:282:134,H3K9me3-male790:300:490_female391:253:138,H3K27ac-male267:182:85_female427:389:38,H3K27me3-male440:257:183_female370:268:102,1,1,1
077_CEA_BST_Gal_Avp_Gaba,077_CEA-BST_Gal_Avp_Gaba,077_CEA-BST_Gal_Avp_Gaba,077 CEA-BST Gal Avp Gaba,all-male628:328:300_female399:307:92,H3K4me1-male153:52:101_female74:50:24,H3K9me3-male278:163:115_female91:58:33,H3K27ac-male73:51:22_female151:141:10,H3K27me3-male124:62:62_female83:58:25,0,0,0
078_SI_MA_ACB_Ebf1_Bnc2_Gaba,078_SI-MA-ACB_Ebf1_Bnc2_Gaba,078_SI-MA-ACB_Ebf1_Bnc2_Gaba,078 SI-MA-ACB Ebf1 Bnc2 Gaba,all-male278:118:160_female262:171:91,H3K4me1-male103:39:64_female81:38:43,H3K9me3-male87:16:71_female84:47:37,H3K27ac-male32:19:13_female36:33:3,H3K27me3-male56:44:12_female61:53:8,1,1,1
079_CEA_BST_Six3_Cyp26b1_Gaba,079_CEA-BST_Six3_Cyp26b1_Gaba,079_CEA-BST_Six3_Cyp26b1_Gaba,079 CEA-BST Six3 Cyp26b1 Gaba,all-male4702:2170:2532_female4146:3144:1002,H3K4me1-male1099:195:904_female905:590:315,H3K9me3-male2037:1062:975_female936:642:294,H3K27ac-male477:313:164_female1302:1240:62,H3K27me3-male1089:600:489_female1003:672:331,1,1,1
