094_SCH_Six6_Cdc14a_Gaba,H3K27ac,Female-shufB
039_OB_Meis2_Thsd7b_Gaba,H3K27ac,Female-shufB
101_ZI_Pax6_Gaba,H3K27ac,Female-shufB
138_PH_Pitx2_Glut,H3K4me1,Male-shufA
215_SNc_VTA_RAmb_Foxa1_Dopa,H3K27me3,Female-shufB
130_LHA_Pmch_Glut,H3K4me1,Female-shufA
029_L6b_CTX_Glut,H3K27me3,Male-shufA
094_SCH_Six6_Cdc14a_Gaba,H3K27me3,Female-shufA
049_Lamp5_Gaba,H3K4me1,Male-shufB
055_STR_Lhx8_Gaba,H3K9me3,Female-shufA
081_ACB_BST_FS_D1_Gaba,H3K27me3,Male-shufB
011_L2_IT_ENT_po_Glut,H3K27me3,Male-shufB
079_CEA_BST_Six3_Cyp26b1_Gaba,H3K27me3,Male-shufB
101_ZI_Pax6_Gaba,H3K9me3,Male-shufB
082_CEA_BST_Ebf1_Pdyn_Gaba,H3K4me1,Female-shufA
142_HY_Gnrh1_Glut,H3K9me3,Female-shufB
004_L6_IT_CTX_Glut,H3K4me1,Male-shufA
046_Vip_Gaba,H3K4me1,Female-shufB
021_L4_RSP_ACA_Glut,H3K4me1,Female-shufB
168_SPA_SPFm_SPFp_POL_PIL_PoT_Sp9_Glut,H3K27ac,Male-shufB
063_STR_D1_Sema5a_Gaba,H3K27ac,Female-shufA
066_NDB_SI_ant_Prdm12_Gaba,H3K4me1,Male-shufB
032_L5_NP_CTX_Glut,H3K27ac,Male-shufA
130_LHA_Pmch_Glut,H3K27me3,Male-shufA
166_MRN_Pou3f1_C1ql4_Glut,H3K27me3,Male-shufB
037_DG_Glut,H3K27me3,Male-shufA
140_PMd_LHA_Foxb1_Glut,H3K4me1,Male-shufA
075_MEA_BST_Lhx6_Nr2e1_Gaba,H3K27me3,Female-shufB
096_PVHd_Gsc_Gaba,H3K9me3,Female-shufB
098_AHN_SBPV_PVHd_Pdrm12_Gaba,H3K4me1,Male-shufB
103_PVHd_DMH_Lhx6_Gaba,H3K9me3,Male-shufA
042_OB_out_Frmd7_Gaba,H3K27me3,Female-shufB
128_VMH_Fezf1_Glut,H3K9me3,Female-shufA
032_L5_NP_CTX_Glut,H3K4me1,Male-shufA
056_Sst_Chodl_Gaba,H3K9me3,Female-shufB
015_ENTmv_PA_COAp_Glut,H3K27ac,Male-shufB
142_HY_Gnrh1_Glut,H3K27me3,Male-shufB
077_CEA_BST_Gal_Avp_Gaba,H3K9me3,Female-shufB
125_DMH_Hmx2_Glut,H3K27ac,Female-shufB
268_CS_PRNr_DR_En1_Sox2_Gaba,H3K4me1,Male-shufA
